,id,day,Class,max_acceleration,max_speed(mps),max_distance(m),max_bearing,min_speed(mps),min_distance(m),min_bearing,min_acceleration,mean_speed(mps),mean_distance,mean_bearing,mean_acceleration,median_speed,median_distance,median_bearing,median_acceleration,std_speed,std_distance,std_bearing,std_acceleration
30,10,2008-06-18,walk,5.06861442486,10.222568603,70.0757010158,358.62673298,0.0,0.0,0.0,-6.98976182568,1.65283312971,2.2098888886,171.88593171,-0.0303531551999,1.5680783368,1.72144463691,174.029783581,-0.00746287544448,0.809013570199,2.88269320848,94.935115693,0.789960498745
31,10,2008-06-19,train,7.76281262593,49.1764749652,98.3529499303,359.920495784,0.0,0.0,0.0,-7.87714764214,23.1467712878,25.7677268136,235.502958841,0.000533227057293,25.6156904358,26.3409128664,284.865373019,-1.52677609045e-06,8.83679798725,12.5762978603,119.808896087,0.558883266
32,10,2008-06-19,walk,2.36363248388,3.37024873012,12.927694754,357.124062402,0.0,0.0,0.0,-2.06729366707,1.31154742221,1.52736499325,140.259576468,-0.0123593702508,1.30278266108,1.37966635408,59.6531237812,-0.0141825100033,0.387361210817,0.771771086544,127.04585275,0.448928928154
33,10,2008-06-20,taxi,6.78104679651,17.7157202257,40.4496597986,359.283128985,0.0,0.0,0.0,-5.37301376774,7.57195191601,8.55952917344,215.704009493,-0.0205098898866,7.32473390016,7.75841183259,268.71257558,-3.60166225818e-07,3.88970922698,5.36231803123,124.233942068,0.886006826571
34,10,2008-06-20,train,4.90188756841,35.2782167424,80.5690186294,359.890681328,0.0,0.0,0.0,-5.95460116821,23.2516537455,25.9341931471,105.628779993,-0.00304277828404,27.3712993558,28.0504323602,52.951842126,-1.76168379263e-06,9.35276824034,13.0965417298,119.148788559,0.559248032123
35,10,2008-06-20,walk,2.78109121335,5.57623679273,11.252550186,356.584732122,0.132353015003,0.333584779838,0.0,-3.00969493195,1.31037065138,1.50425616307,220.654745889,-0.00220292075606,1.25126769849,1.33433912006,208.966674969,-3.45511919039e-07,0.508521408693,0.787782428064,75.8488043407,0.55960180025
36,10,2008-06-28,taxi,7.3487177828,23.5292994998,40.891988315,359.738549399,0.0,0.0,0.0,-7.18453332902,9.41078668619,10.5282941736,162.753547997,-0.0139507947288,9.46515039057,10.0078736319,177.223197017,0.0124678942362,4.71402967448,6.20064549406,106.425711413,1.00484691217
37,10,2008-06-28,walk,6.03481490105,7.6014844071,15.1779851751,357.531815245,0.0,0.0,0.0,-6.42636015835,1.60758173783,2.04600755585,183.893072958,-0.0518823610009,1.43986163947,1.68341236264,229.808116776,-0.0320105895513,0.931036663425,1.41374030549,128.961114263,0.99005981621
38,10,2008-08-01,bus,6.54246852591,25.8701798958,78.0162866405,358.911747042,0.0,0.0,0.0,-5.74670874215,13.6925444647,15.2656059791,147.223271063,-0.000254721678485,13.9662514403,14.8898730447,137.933961587,0.00198481157806,8.00492330073,10.2854151291,63.1175052188,0.688177062899
39,10,2008-08-01,subway,7.33104222212,28.0391098552,54.9517796176,359.711260278,0.0,0.0,0.0,-6.4449674998,16.4477094944,18.3310143958,167.721338187,-0.0350717414447,17.0254306042,17.4404747057,121.871803168,-0.0385228631032,6.22605313407,8.76272677717,104.319306717,0.828222018117
40,10,2008-08-01,train,7.5212624921,39.8917404286,99.9331431525,359.79745901,0.0,0.0,0.0,-6.86268008948,21.9832652314,24.4664056394,85.9399218696,-0.00280679077597,22.7750700087,23.4408834499,84.5114346217,-4.07396406032e-06,7.32612203714,10.9631518976,40.6136319387,0.649217247528
41,10,2008-08-01,walk,7.15638772174,11.4558607933,50.0412833745,357.634067039,0.0,0.0,0.0,-7.43130691192,1.74158123283,2.23665724562,153.240713914,-0.0538108546468,1.51678110829,1.68436496135,150.385043333,-0.00786142301956,1.20611247412,2.96101586386,94.6478619814,0.99086348455
42,10,2008-09-15,bus,4.009219605,15.1644142136,48.2592773862,359.137822412,0.45262545467,0.895543550083,0.0,-5.24585445783,8.15148388503,9.36097056045,116.971295861,0.00416732262632,8.57798459957,8.80525763903,83.6499394949,0.0068274817302,3.44142072613,5.54724214452,110.909422903,1.11346414762
43,10,2008-09-16,bus,5.7080753857,19.1962963087,90.3591864766,359.55135483,0.0,0.0,0.0,-7.41253418759,5.55205927582,6.69157869779,176.665333861,-0.00945373226567,5.60245046451,5.99126922286,140.453445235,0.0,3.72207083428,7.12914041793,138.782473381,1.29319345502
44,10,2008-09-16,subway,6.7737321175,33.5877879492,45.2042913372,359.733952289,0.0,0.0,0.0,-7.80868404473,11.1372621381,12.5398548792,214.064531576,-0.0169287001092,12.6694070903,13.0849593019,174.085954273,-0.0649380842098,7.14349617699,9.02658570604,100.933621338,1.36764639586
45,10,2008-09-16,taxi,7.84118217078,24.694712016,49.2738384914,359.870039118,0.0,0.0,0.0,-6.01389503785,9.60751213138,10.7502634851,200.59497351,-0.00851242043628,9.73421525806,10.2613219412,234.502377628,0.0,6.12884110048,7.72685812742,137.334600473,0.910323615702
46,10,2008-09-16,train,4.25650280185,67.7489176675,99.1378853062,356.615034483,0.0,0.0,0.0,-5.32419422689,32.2703149984,34.5364929705,212.218279561,-0.000296041602082,31.6049564312,33.9022367939,255.779343674,-0.0112211436729,18.3287014178,19.9237417968,100.313776429,0.758267672546
47,10,2008-09-16,walk,7.86060905212,10.0584259715,86.0495277345,358.171591425,0.0,0.0,0.0,-6.04220963311,1.67974436372,2.22431932664,181.234296668,-0.0122054329773,1.48860855463,1.57910534723,205.862808588,-6.24594695964e-08,1.0610222597,4.77041426562,114.955425206,1.05956956287
48,10,2008-09-17,bus,7.79729321161,20.2239955571,33.0381515179,353.82302388,0.0,0.0,0.0,-6.88514994704,7.42042830428,8.38210269934,228.80257211,-0.0527666317177,8.03212433921,8.53298471034,264.257742699,-0.00128773090449,4.81508516581,6.13585671068,88.2604191352,1.29593160362
49,10,2008-09-17,taxi,6.15358006298,19.3812425521,30.8445555346,359.074211912,0.0,0.0,0.0,-3.24615411511,4.49867196402,5.0764605989,146.103319408,-0.00892063051678,3.57451778624,3.78062750601,112.846527394,-0.000696822420612,4.25896341295,5.29403894365,132.29685759,0.982603260509
50,10,2008-09-17,train,7.56296449114,67.7711094596,98.5076407335,357.884857035,3.62315700735,3.62315700735,2.22053104749,-6.04345570736,31.4286656068,33.887971756,206.656581801,0.00646063925658,29.8683988082,33.0049089402,220.076746247,-0.0107822251827,17.2993276622,19.2889514613,98.3275000755,0.897484485122
51,10,2008-09-17,walk,4.85094817471,5.53273064202,11.065461284,356.62086188,0.0,0.0,0.0,-3.8552849466,1.52632237216,1.68761708692,106.673794307,0.00584867758972,1.34430478479,1.43122902246,108.665303736,-0.013074011169,0.867224018955,1.11067296628,61.950712814,1.02266409113
52,10,2008-09-18,bus,7.21208923023,18.5552557017,54.9308904952,358.142191662,0.0,0.0,0.0,-6.79651853982,6.67688711345,7.6581538943,180.114927296,-0.0226781253184,7.14519198399,7.46226271433,180.60234795,2.38780395456e-09,3.56113419261,5.26059499654,67.9641129164,1.34140158007
53,10,2008-09-18,subway,7.96096536108,35.5196481646,98.856222607,359.256022953,0.0,0.0,0.0,-7.71641695871,12.9226084726,14.7594379835,232.786651773,-0.120535389102,15.1753413471,15.8976240567,180.0,-0.090623536341,6.86637950527,9.6480619475,102.150375963,1.74694224905
54,10,2008-09-18,taxi,6.69482478479,19.4860299786,36.694722529,359.79828542,0.0,0.0,0.0,-6.29694247439,7.32763412491,8.41293758676,105.853263744,-0.0742669275617,7.9063549685,8.34354671074,5.47921312035,0.0,6.13967598135,7.62417793683,149.487115274,1.06721540754
55,10,2008-09-18,train,1.8342267254,67.4809601607,97.7190767498,359.074393833,9.00220619948,9.00220619948,2.5620258411,-3.99456686532,31.4241417808,33.7345463261,259.243618685,0.134878919033,28.664493177,32.4565375028,326.360447706,0.109349637582,18.2932407906,20.2194702677,125.399785857,0.575965820128
56,10,2008-09-18,walk,5.57316536681,9.07951294843,75.7587229688,357.804570697,0.0,0.0,0.0,-6.40694786657,1.50765869949,1.8647651878,208.489990631,-0.0100572795406,1.3607717561,1.46522225915,228.971450965,-0.00889319981545,0.906379565321,3.44472345144,106.810826587,0.95471099297
57,10,2008-09-19,bus,7.23331723096,21.8559717243,46.9405792444,359.607335815,0.0,0.0,0.0,-7.70644729572,5.6117751385,6.35576619581,185.505852221,-0.019486990261,5.6132629857,5.86162665122,182.662863994,-0.0162545421672,3.2409639566,4.49251151837,94.024617554,1.2330900824
58,10,2008-09-19,subway,3.62926794498,24.6112877496,49.1346909472,257.659339112,2.34905827018,2.34905827018,151.131085106,-7.7286881914,11.6673160388,13.3786771401,171.098820522,-0.186308064262,10.1400818494,11.3536481158,168.504001105,-0.0930419236305,5.95833888553,8.30995822105,12.1633284159,1.38585168145
59,10,2008-09-19,taxi,6.4315602322,22.58285775,41.7295347323,359.753227225,0.0,0.0,0.0,-7.86870534381,10.3639543464,11.5832170704,217.508343619,-0.0132363679378,10.9012653979,11.4559375677,271.963798141,-2.44630253831e-08,6.11071023564,7.81678168115,152.590433979,0.90425380994
60,10,2008-09-19,train,5.08717730572,67.7397881559,99.6600803255,313.211923216,0.145463306606,6.99647125264,31.8703090968,-6.85100794604,32.5960843177,35.2996934961,180.731901829,-0.0643424513982,35.3090845568,37.0252698779,160.56340713,-0.0806356022864,17.4022458318,19.5880242589,71.6258895544,0.673865873709
61,10,2008-09-19,walk,6.86678508488,9.36604558163,49.730443398,357.803284424,0.0741299511537,0.222389853461,0.0,-6.29762247241,1.86755365333,2.23538604778,88.5483399416,0.0162304762671,1.64657176166,1.76960569511,57.1925912609,-4.06378579816e-06,1.12472665655,2.71064831116,96.14187128,1.22503343118
62,10,2008-09-21,subway,2.85665612108,9.57532682925,15.3568947133,358.459076309,5.45119947171,5.45119947171,332.827208884,-2.27561709871,6.5815459555,7.35642086504,348.617103348,0.0560344584016,6.48536363726,6.61994752962,348.386336874,-0.0828104997438,0.892574466465,2.53892389068,5.06186348498,0.944847752823
63,10,2008-09-21,taxi,6.60954234885,17.2371146436,34.2863792669,359.568879096,0.0,0.0,0.0,-6.48615009454,3.14534430736,3.72766720872,101.689007269,-0.0462753646066,0.893644078122,1.12497500812,5.98972883112,0.0,4.24776161316,5.47356476554,140.852320116,0.921008098189
64,10,2008-09-21,train,5.21717046398,67.8227004862,99.0231042036,359.777837238,10.8329585196,10.8329585196,0.0,-5.77099322078,31.8948282087,34.2390549343,266.806782808,0.0297034520563,23.8083113475,30.3711673943,312.184883897,0.0563854923389,18.3115771489,19.9964085566,96.9322057083,0.820267292952
65,10,2008-09-22,subway,7.58590019399,36.4190072922,56.5552665936,359.755972403,0.0,0.0,0.0,-7.70419227945,13.7873264304,15.7311545138,226.404574871,-0.0831777424014,16.5337348974,17.0763494895,175.333030944,-0.0987639963447,6.33143561534,8.91888196383,107.139314508,1.4493644132
66,10,2008-09-22,taxi,2.22532859266,16.4676835575,31.9139704785,356.796560792,0.0,0.0,0.0,-6.09866278975,9.45230378136,10.60978438,157.742854698,-0.0172922393284,10.5935532306,11.199148862,179.068024508,0.00471606390874,4.99419238011,6.47111996005,69.4006469881,0.768106372804
67,10,2008-09-22,train,7.7896049285,67.8345382586,99.3023541435,357.745688769,6.62818667427,6.62818667427,2.86057094418,-4.11381902149,32.1142983973,34.4906924956,199.159012243,0.00423785479093,31.2580377155,34.917845632,177.756812935,-0.0124549277884,17.6561206353,19.4791167129,96.3763702207,0.753539732991
68,10,2008-09-22,walk,6.64610283221,12.2762743338,49.6201823527,358.543220502,0.0,0.0,0.0,-5.53069839257,1.52315187421,1.76125069917,89.283331355,-0.0128330801493,1.43124134889,1.48298452296,89.99999448,-0.00513305536864,0.80818437682,2.02758417774,42.8984313912,0.79334287416
69,10,2008-09-23,bus,7.42287240415,19.903171464,37.0332393546,353.676365119,0.476313489769,1.26530858572,0.0,-7.35608053251,9.76241532721,10.9827156757,136.218207382,-0.0239413814486,10.1071052439,10.7533403738,118.212684085,-0.0620405417844,4.06498849162,5.86761268856,104.854273751,1.80496925193
70,10,2008-09-23,subway,7.54770511618,26.6968068333,53.3936136666,359.550256452,0.280196219762,0.280196219762,0.0,-7.84293773907,13.4531024336,15.2650208174,242.285752291,-0.0753536638481,15.3078569886,15.8323072634,186.813078117,-0.0930971088456,6.23549290065,8.54487856003,102.876987139,1.34384357981
71,10,2008-09-23,taxi,6.44491894907,18.3184035116,33.5787092334,359.630513703,0.0,0.0,0.0,-6.71350812482,5.50518692837,6.29331241847,128.103783621,-0.0131432315857,4.11509715421,4.36255151667,105.813009321,0.0,5.19378455866,6.45181421978,129.553380213,0.930908787581
72,10,2008-09-23,train,5.88980276163,67.9054884091,99.7571067195,358.274767217,0.296629339159,2.65132040357,0.0,-4.88217698387,31.6266248692,33.9736085507,202.350381413,-0.0217230393242,30.2533598822,33.3565628099,167.844392685,-0.0272782150439,17.9798303185,19.6749045926,95.3549086289,0.717484742205
73,10,2008-09-23,walk,2.27419192316,16.544856526,16.544856526,339.03961156,0.555974632592,0.555974632592,59.6298981198,-2.78807364942,1.72443499591,1.90198029701,227.472644027,-0.0201090555672,1.59860462465,1.67455532466,248.80726443,0.00434611510163,1.11341359396,1.23866387076,64.6660688408,0.639158302852
74,10,2008-09-24,subway,7.80088542082,25.1693701958,50.3387403915,359.313888495,0.0,0.0,0.0,-7.83283629701,12.1825985596,13.7856337928,238.108309071,-0.0803939248324,14.5715937304,15.085112176,203.111190725,-0.0656681655612,6.28237830176,8.49289696273,112.496090518,1.51647220761
75,10,2008-09-24,taxi,6.95983486753,24.3532666574,43.8597178768,359.470350256,0.0,0.0,0.0,-6.54358080523,4.33045861746,5.01591196997,121.902989617,-0.0452164570107,2.09942268667,2.34908127141,89.9999994064,0.0,4.93048139458,6.16044363991,125.720695853,0.962157580605
76,10,2008-09-24,train,3.55539399092,67.8155383328,99.6472867976,359.093170304,0.156961757694,4.97864301711,0.0,-7.72068214202,31.3057471278,33.8211698413,202.636883264,-0.0191075536253,28.1806508059,32.4672163357,196.21538096,-6.71850815515e-06,17.9051546791,19.8549118342,98.9840080884,0.6511679113
77,10,2008-09-24,walk,5.31403426528,6.61110347086,8.92653902429,357.804578389,0.0,0.0,0.0,-3.67338491332,1.74892882539,1.91361940727,185.800703146,-0.0318725773982,1.6311123038,1.69962151613,228.971372225,-0.00484782945035,0.878407896981,1.05054278708,104.626682344,0.995344000269
78,10,2008-09-25,subway,6.5815146924,39.0102566342,48.6753254823,359.324672366,0.111194926377,0.111194926377,0.0,-6.85560786915,12.3293344559,13.8908732558,293.399193314,-0.134459206904,12.3452830652,13.8281321274,339.876939623,-0.114968340126,6.6118672961,8.49228753908,117.837169739,1.17535627115
79,10,2008-09-25,taxi,7.54852148309,23.3641359525,38.0321118192,359.821277564,0.0,0.0,0.0,-7.71663837116,5.24745003699,6.02888337469,120.535396444,-0.0231610260219,3.90022869473,4.22119261601,103.787627424,0.0,5.23423197827,6.47532826055,117.706477387,1.06086673505
80,10,2008-09-25,train,7.35654948807,67.9032888896,98.5199007865,356.641375475,2.65864001493,2.65864001493,5.59597928752,-3.67915343735,32.4188186372,34.772989336,202.139128487,-0.0109714141742,32.3949285783,36.020983493,194.108792563,-0.00268307981087,17.6663139647,19.5986825493,95.4179268676,0.717469994854
81,10,2008-09-25,walk,3.00685252887,4.27730335919,8.55460671838,345.673959059,0.344291028761,0.344291028761,180.0,-2.56488445547,1.51047186082,1.67642119874,262.347898598,-0.000393392210617,1.3810793699,1.4962606617,261.748118263,-0.0818753114853,0.684819427592,0.948931060898,32.5753790677,0.865386670066
82,10,2008-09-26,subway,6.68200911836,34.8268704659,61.1911921435,359.477408648,0.111194926377,0.111194926377,0.0,-5.78052014818,13.8505076045,15.6931519002,210.558502594,-0.0135673208502,16.5834222025,17.2761809808,173.006771011,-0.0546948287347,6.59471529801,9.14837552398,98.9312485579,1.1718082109
83,10,2008-09-26,taxi,5.68197497092,21.1313444899,63.7312292815,359.685997524,0.0,0.0,0.0,-7.3999788962,5.81889166808,6.64736917176,132.996357763,-0.0355238305437,4.86638960244,5.39784950051,149.425650597,0.0,5.08010513067,6.42900971119,115.511538008,0.907842226596
84,10,2008-09-26,train,5.12076213326,67.6957366188,99.6678783689,359.644617338,0.032414718436,0.954064364782,0.0,-6.77429433619,27.1150629313,29.3104136889,208.839172962,-0.013595065886,19.3145412754,21.9631057958,188.107503725,-0.00102143358352,18.707879981,20.5773023192,113.605548895,0.685794877839
85,10,2008-09-26,walk,4.60482384414,11.298893842,28.1526830689,357.388660116,0.0,0.0,0.0,-4.44278197199,1.58223930405,1.79366102809,193.778083643,-0.0183137938238,1.44469449901,1.54948277571,223.761565121,-0.00986609091846,1.03866007325,1.59203171515,101.092671393,0.885500993808
86,10,2008-09-27,bus,4.97652980273,17.3878900619,28.3522418985,359.176981775,0.587478974118,0.672721478196,2.92141255355,-7.43213229408,8.39309211899,9.29857800334,129.264858224,-0.0532370147157,8.31827593182,8.74724297824,110.067984747,-0.115595797065,3.78116823906,5.08872910332,97.8519603487,1.49075525904
87,10,2008-09-27,car,5.7972373759,23.845233963,66.5198357846,359.511359371,0.0,0.0,0.0,-7.03251189203,7.77629528046,8.69596483491,164.827139396,-0.0153042522021,6.34728293623,6.70290948304,177.634654903,1.66225877507e-09,5.75399191949,7.2069256456,50.0079528149,0.797145325969
88,10,2008-09-27,subway,6.50300347172,26.5692373851,61.780441133,359.527826302,0.575704916011,1.02601594059,0.0,-4.33524272157,14.6315934318,16.631598841,303.710345955,-0.0869198154068,16.0816808565,16.8571831267,343.468093946,-0.110987271623,5.37394325967,7.98550200766,111.215630599,0.994305878921
89,10,2008-09-27,taxi,6.0203803117,18.2635941642,35.4794765299,359.768601344,0.0,0.0,0.0,-5.47025901816,7.04113302737,7.88889105891,175.356954942,0.00489746485639,6.66166456717,7.05652409774,233.157985787,0.0,4.58606714532,5.80208473306,151.615770006,0.887866767091
90,10,2008-09-27,train,7.51089803766,67.9189808969,99.8799135291,359.137187445,0.0,0.0,0.0,-6.88113005937,32.0730247242,34.0128052075,235.793354216,0.022318675475,33.2397096993,35.3087312031,270.000000593,0.00607128888119,20.4611790352,21.9616300024,98.8628492963,0.589856916789
91,10,2008-09-27,walk,3.41650222619,5.37497499257,29.8057267137,348.198056448,0.43125828779,0.43125828779,12.4960764037,-3.8870999034,1.769418946,2.19802050309,242.854028115,-0.00618198035343,1.65263689888,1.73052354061,262.563511258,0.0136248796378,0.760232746538,2.58633184604,63.7757080217,0.828554113002
92,10,2008-09-28,subway,7.38011393309,25.8481034148,61.8217333346,359.738697846,0.111194926377,0.111194926377,0.0,-6.47319375086,14.7847934182,16.7874364944,231.370143674,-0.0696407063863,16.9839510503,17.600880576,176.801732869,-0.108721137637,5.29774312576,7.93566589187,98.7989507148,1.30874698303
